NAME	CD8	CD4	Fibroblast	Macrophage	B	Malignant	Mast	Dendritic	Myocyte	Endothelial
MAP3K14	1	1	1	23.8935885505629	1	1	1	101.500889761664	1	1
MAP3K2	42.7550189175158	1	1	10.202751830988	1	1	22.5142248011849	1	1	1
MAP3K9	1	1	1	1	56.074936372121	1	1	1	1	1
MAP4K1	241.249194609889	229.610731049662	1	60.2639384009956	1	1	1	1	1	1
MAP4K4	1	1	1	1	1	13.7744970954564	1	33.9126041322864	1	1
MAP7D3	1	1	38.6619594053029	1	1	1	1	1	1	1
MAPK1	1	1	1	1	1	1	21.444745493809	1	1	1
MAPK6	1	1	1	35.1561541609054	1	65.820225928091	123.119212209691	1	1	1
MAPK8	1	1	1	1	1	1	1	90.9426412895468	1	1
MAPKAPK3	1	1	1	123.738023728185	1	30.0015893355884	71.6893658959783	1	140.352495784767	1
MAPT	1	1	1	1	1	1	1	1	42.0453380578426	1
MARCH3	1	1	1	1	1	1	60.2519773459704	1	1	73.6580893225231
MARCKS	1	1	44.7977860766771	35.2142202008394	47.9336653638203	66.7186735819373	1	135.118136026252	1	47.1952051923869
MARCKSL1	1	1	1	1	1	83.8291425332526	1	671.200611448122	1	163.930806873649
MASTL	1	82.6752404454062	1	1	1	1	1	1	1	1
MAU2	1	1	1	1	69.5649311720263	1	1	1	44.6954008102524	1
MB	1	1	1	1	1	1	1	1	3667.51342771654	1
MBD4	1	1	1	1	153.147722051571	35.8926826385186	1	1	15.4721532582236	32.9711750807315
MBOAT2	1	1	1	1	1	49.1540388314072	1	92.7818387712333	1	1
MBOAT7	1	1	1	1	1	1	91.1023806499583	1	1	1
MCAM	1	1	577.94962949987	1	1	1	1	1	1	544.694083142738
MCAT	1	1	1	1	1	1	1	1	1	90.9907764407078
MCEE	1	1	1	1	112.553952835836	34.3871841173209	1	1	88.3699159251505	1
MCM2	1	1	1	1	1	93.0088880424384	1	1	1	1
MCM3	1	1	63.0879525603729	1	1	100.044787765722	1	1	76.8507297264804	258.052721732669
MCM4	1	1	1	65.2127671429963	1	81.5015415632052	1	1	1	1
MCM5	1	1	1	40.9834118778085	1	124.108327818534	1	172.321950433313	115.780720370451	53.099825620069
MCM7	1	1	63.6954000523165	1	86.7925386768315	177.331663905973	168.550183775295	23.8495752570529	291.755112528392	1
MCOLN1	1	1	1	127.610466516973	1	1	1	1	1	1
MCOLN2	1	1	1	1	1	1	1	45.9769256944236	1	1
MCPH1	1	1	1	1	1	1	31.1470879029281	179.967612213143	1	1
MCTP1	1	1	1	70.761072204432	1	1	54.9041585479251	1	1	236.756571439198
MCTP2	1	1	1	1	1	1	64.0975747609195	1	1	1
MCTS1	1	1	1	1	1	1	1	31.1817796822701	1	8.32919097193257
MCU	1	1	1	1	1	29.6332160643801	1	1	123.857862546628	36.7770864855189
ME1	1	1	1	45.8885203093517	1	1	1	1	1	1
ME2	1	1	1	36.7931547911312	1	1	1	1	1	1
ME3	1	1	1	1	1	1	1	1	1	86.3815988469534
MEAF6	71.9029705087744	68.0756320108364	38.2012391393506	1	1	36.0235457440285	1	1	1	4.68166605261508
MECOM	1	1	1	1	1	1	1	1	1	94.827472208865
MED13	1	1	1	24.5768331227449	1	1	39.7325611061669	1	1	1
MED18	1	28.6503813798285	1	1	1	1	1	1	1	1
MED21	1	1	106.165568474287	1	1	56.2769335994841	1	1	111.077274371829	1
MED27	1	1	1	1	1	49.0566820400999	88.3732411168816	5.09073709750964	1	39.3325512834851
MED30	1	1	1	1	106.467165215107	134.775538077239	1	1	75.1498986281577	55.029277985282
MED6	1	1	1	1	61.0054838522798	46.3943940359602	1	1	1	53.5192205677696
MEDAG	1	1	64.0538924873208	1	1	1	1	1	1	1
MEF2C	1	1	56.0470409107502	18.3778949786641	49.8013361003198	1	1	1	152.213621991224	71.6853281823119
MEFV	13.9433306037176	15.6857843988793	1	1	1	1	1	1	1	1
MEG3	1	1	308.732149987494	1	1	1	32.2133420278814	1	1	1
MEI1	1	1	1	1	144.663634359463	1	1	1	1	1
MEIS1	1	1	112.233471752308	1	1	1	1	1	1	1
MEOX1	1	1	1	1	1	1	1	1	1	97.3673078859719
MERTK	1	1	1	116.687242041929	1	1	1	1	1	1
MEST	1	1	1	1	1	47.8475937369361	1	1	1	1
METRNL	1	1	1	175.850038444481	1	1	1	1	1	1
METTL1	1	1	1	1	106.519732417831	56.9342091478347	1	1	1	1
METTL10	1	1	1	1	1	1	46.6953316531111	137.803939520896	1	1
METTL14	1	1	1	23.8931592803304	1	23.8252371262802	164.652414895019	1	1	1
METTL15	1	1	1	1	1	1	1	11.6661603346431	1	1
METTL16	1	1	1	1	1	1	1	1	48.8337217794744	1
METTL23	1	1	73.6958215071908	37.8613992007533	1	75.2031015895494	1	1	97.5932215811581	1
METTL7A	1	1	45.0214125619148	1	47.8052296846436	1	1	1	1	1
METTL7B	1	1	1	1	1	1	1	1	167.948156178519	1
MFAP2	1	1	181.113445355552	1	1	669.749481708123	1	1	1	1
MFAP4	1	1	1241.61327352489	1	1	1	1	1	1	1
MFGE8	1	1	415.176983175593	1	1	39.0195260299757	1	1	20.2612644891407	52.966482886337
MFN2	1	1	31.5461625580144	1	1	50.1586682507008	1	1	184.31780594273	84.2110570897716
MFNG	187.889437482214	242.602949712901	1	88.753976203676	72.9005576324977	1	145.952122668412	1	1	103.958527364204
MFSD1	1	1	119.916613220383	504.044943603299	1	101.038690964825	140.495785582868	16.7602234899855	27.1219877846934	54.9228585704522
MFSD10	176.091399280789	1	95.9343690849915	26.2291559189652	1	93.3806393586325	1	1	75.5043469348898	106.70551694752
MFSD2A	1	1	1	119.47501913934	1	35.1760511217956	1	1	1	1
MFSD3	1	1	1	1	1	55.4755830719137	1	1	1	1
MFSD5	1	1	1	141.955336786189	1	65.5863222682164	1	168.606129502121	1	87.736801616362
MGAT2	1	1	1	1	141.914092104653	27.1840068809296	1	1	1	112.197496303249
MGAT4A	54.6366014417554	110.622305432855	1	14.5816419506467	1	1	1	1	1	81.9995532820633
MGC27345	1	1	1	1	1	1	1	1	26.5320715368048	1
MGLL	1	1	63.3442752319372	1	1	28.8734089592405	1	174.064892323915	74.0088523879672	323.378507083639
MGMT	1	1	66.0248714208947	27.047397022398	82.6511784060737	49.1657336990688	1	1	1	1
MGP	1	1	1691.69757171471	1	1	1	1	1	1	419.743307759566
MGRN1	1	1	1	1	1	1	1	33.4400419954806	1	1
MGST2	1	1	1	91.4337972673031	1	89.9964070898406	1	1	1	625.749972039952
MIA3	1	1	1	45.1185570545851	33.2220619333723	1	1	1	1	1
MIAT	72.0311549794447	1	1	1	84.7562139231561	1	1	1	1	1
MICA	1	1	1	1	1	1	1	1	1	88.1976234425151
MICAL1	1	92.415144179397	64.3351529133493	72.4759905864839	1	1	1	82.4463704136615	1	1
MICAL3	1	1	1	1	1	1	1	1	74.5816305979528	1
MICU1	1	1	64.7653718574591	1	1	34.7194662416535	1	1	79.9580729673281	1
MID1	1	1	1	1	1	1	1	1	1	121.73231904916
MIF4GD	1	1	1	232.514294398461	1	1	75.8233412432888	40.5868360463535	144.624052649775	1
MIIP	1	1	1	1	1	31.838869275828	118.374332832482	48.641217059103	1	99.873956547149
MILR1	1	1	1	42.0376614647627	1	1	1	1	1	1
MINK1	1	1	1	1	1	1	1	48.9292492195647	1	38.3564703098496
MIR100HG	1	1	50.064383759526	1	1	1	1	1	1	1
MIR205HG	1	1	1	1	1	334.13447310158	1	1	1	1
MIR3690	1	1	1	54.7033290895486	1	1	1	1	1	1
MIR5047	1	1	1	1	1	1	72.6136539759695	19.9003177450395	1	1
MITF	1	1	1	30.7397008938096	1	1	86.7576888201364	1	17.2961596548286	1
MKL1	1	1	1	1	1	15.072744274421	29.7647508376788	28.29742883857	1	38.1805626272309
MKL2	1	1	1	1	1	1	1	1	1	98.9434590654475
MKNK1	1	1	1	86.0803309800556	1	53.8573844404831	1	1	1	31.9819568679922
MKNK2	55.4978275798245	1	40.7640872556384	1	273.764139678759	1	1	18.4617693333984	74.0766584055858	16.5104337524469
MKRN2	1	1	1	1	1	25.2655167829643	1	1	223.169296623351	55.9655581284986
MLH1	1	1	1	42.5613623026521	1	1	1	1	148.871723848336	1
MLIP	1	1	1	1	1	1	1	1	181.172443932128	1
MLKL	1	1	1	1	123.71390102282	1	39.7079419872486	1	1	145.941652545877
MLLT11	1	1	1	1	1	1	1	1	115.648104035402	1
MLPH	1	1	1	1	1	1	235.529334270412	1	1	1
MLST8	1	1	1	154.920452061759	1	56.5681256925348	1	125.705433872932	1	85.8175467716599
MMD	1	1	1	1	1	1	1	217.381738224059	1	1
MMGT1	1	1	1	1	44.6156031742541	1	1	1	1	1
MMP1	1	1	1	1	1	433.611033771261	1	1	1	1
MMP11	1	1	1	1	1	1	1	1	107.354906474149	1
MMP19	1	1	1	434.822595836037	1	1	1	1	1	1
MMP2	1	1	900.751889794564	1	1	43.9565603545994	1	1	1	36.3612127481958
MMP28	1	1	1	1	1	65.9713932494782	1	1	1	109.868296925476
MMP3	1	1	1	1	1	449.535727525318	1	1	1	1
MMRN1	1	1	1	1	1	1	1	1	1	217.100826327452
MMRN2	1	1	1	1	1	1	1	1	1	269.17076911275
MMS19	1	1	1	66.661672359457	1	37.1559885447713	1	1	1	1
MNAT1	1	1	52.9892189560476	1	1	58.7788850427846	1	1	122.593209760106	41.1363838731045
MNDA	1	1	1	282.205423001028	1	1	1	847.933447587082	1	1
MOAP1	1	1	1	1	1	1	60.201309144397	52.8648205287253	1	59.3097726282403
MOB1B	1	1	1	1	1	1	1	88.3974915268946	1	1
MOB3C	1	1	1	1	1	37.3760697012441	64.7800574666835	1	28.935578675509	1
MOB4	1	1	47.1286123357232	1	1	26.4622075968211	1	1	1	1
MOCS1	1	1	122.263604931468	1	1	1	1	1	1	1
MORC2.AS1	1	1	1	1	1	48.1200472556637	1	1	1	1
MORN2	1	1	1	1	1	60.1921857857448	1	1	1	1
MPDU1	1	1	1	1	126.199611488051	35.2606299709145	1	1	1	46.7616130835645
MPEG1	1	1	1	205.873143621697	1	1	1	1	1	1
MPHOSPH10	1	1	1	1	104.98129482734	37.8149327673083	1	1	102.480920200206	26.3450239985042
MPHOSPH6	1	1	1	212.448125348106	1	126.294930182714	1	1	1	1
MPHOSPH9	1	1	1	48.1162648979247	1	1	1	1	1	1
MPLKIP	1	1	61.3412805667385	1	1	191.491777405937	1	1	1	120.641486810358
MPP1	1	1	1	202.309293023438	1	1	281.6147490502	243.619801427781	1	1
MPPE1	1	93.1829355437742	30.65691116146	1	1	24.2831137004249	1	4.53402758483701	1	47.3531885013994
MPST	1	1	1	1	43.1681315357033	55.9830302523704	1	1	1	1
MPZL2	1	1	1	1	1	126.629805425747	1	1	1	344.892708905228
MRC1	1	1	1	263.930093818467	1	1	1	1	1	1
MRGPRF	1	1	122.956181953594	1	1	1	1	1	1	1
MROH1	1	1	1	92.2074381371318	1	44.358439629402	1	1	1	1
MRPL1	1	160.540376604482	1	1	1	57.1226399600772	1	1	1	57.7572578612323
MRPL10	263.501214332684	1	1	1	1	47.1186004230502	1	112.921755926343	1	1
MRPL11	1	1	1	80.0439805609817	1	70.1776100513793	1	1	1	1
MRPL12	1	1	1	1	1	90.8546592429545	1	1	48.7059571311268	48.5339681978155
MRPL13	1	1	105.638168453191	1	1	274.053197173517	1	1	1	130.004776291616
MRPL15	1	1	1	23.3459772570704	1	182.251761070296	1	1	347.686989753437	59.8719285572204
MRPL16	1	1	80.537374978329	30.47262058198	1	105.097583104433	1	140.081001841044	7.41201369137327	43.183152572931
MRPL17	1	1	1	1	73.7484180273622	27.960372233904	1	1	1	1
MRPL21	1	1	107.859779151939	108.493808336074	1	567.812794764826	1	1	433.179844779186	227.760060102233
MRPL23	1	1	1	116.497247875352	1	29.5495282188344	1	1	1	53.0084367570832
MRPL35	1	1	1	1	1	35.8537837235395	1	46.9452075606012	1	1
MRPL40	1	1	98.5803805386767	159.240660366047	279.973808327064	113.297456128884	1	1	291.356192422008	1
MRPL46	1	1	1	1	1	84.8082404516687	1	78.3975907396757	1	1
MRPL47	1	1	89.2455704110399	53.3540911103937	1	99.3864177670677	1	54.9657349571678	243.532141232215	37.8330053031133
MRPL49	1	1	93.4253802355554	1	1	78.0493603501236	1	1	1	1
MRPL50	195.160139819839	1	1	1	143.797814136925	103.978549798513	196.166190788484	1	1	118.442977536486
MRPL54	1	1	1	1	97.1659230152162	1	1	1	70.2167933906856	72.5004136960181
MRPS14	1	1	1	1	1	27.8192782476049	1	61.8757283070289	1	74.1804785827392
MRPS17	1	1	1	1	1	85.8169746218978	1	1	101.296289586502	1
MRPS23	1	1	1	1	1	93.5844765849467	1	173.151310227961	43.8415324843078	1
MRPS25	1	1	1	1	39.638760275191	1	1	1	1	1
MRPS30	1	1	1	1	1	67.5710321769672	1	1	79.9184226387372	1
MRPS33	1	1	1	1	194.251587823893	80.8895771437202	1	97.0814008505484	1	1
MRPS35	1	1	1	32.547662820508	1	101.262070320485	1	1	244.295669032254	1
MRPS9	1	1	1	1	1	76.3376494445003	1	1	1	104.89334257195
MRRF	1	1	1	70.0186349824998	1	60.9206415287532	1	52.873465037852	144.174443258769	95.4786389318713
MRVI1	1	1	56.6121882536625	1	1	1	1	1	1	1
MS4A2	1	1	1	1	1	1	748.396506630261	1	1	1
MS4A4A	1	1	1	836.103128496133	1	1	1	1	1	1
MS4A6A	1	1	1	1518.08887177988	1	1	1	1	1	1
MS4A7	1	1	1	598.648573070477	1	1	1	1	1	1
MSC	1	1	204.464286224706	1	1	35.3687232556665	1	1	95.9506943377692	1
MSI2	1	1	1	1	51.3284238084052	1	1	1	1	1
MSL3	1	183.204807892712	1	1	51.7340511474226	1	1	1	1	109.121523242455
MSLN	1	1	1	1	1	169.591057281531	1	1	1	1
MSMO1	1	1	1	1	1	59.7199654189273	1	37.9538555686051	1	86.472722489796
MSR1	1	1	1	381.516552341305	1	1	1	1	1	1
MSRA	1	1	1	20.1122742438458	1	1	56.3234392856704	1	1	49.1405932345425
MSRB1	1	1	1	1	1	89.7634254650518	1	59.0201868156298	170.320126119898	59.528693181697
MSRB3	1	1	153.461653351907	1	1	1	1	1	1	45.8089397945384
MSTO1	1	1	1	1	59.7184444645884	23.7212182942132	1	1	1	33.4079932753366
MT1E	1	1	151.473166191145	1	1	313.096223980344	1	1	43.4010187102204	1
MT1M	1	1	230.36812630634	1	1	51.7357887109724	1	1	1	1
MT1X	1	1	1005.39943636908	1	1	1072.8400988907	57.8437885985281	1	2382.42729364028	110.626886371142
MTA2	1	1	1	1	1	1	1	1	1	139.065658058624
MTERFD1	1	1	1	1	1	98.7483491596875	1	200.271725434763	36.6601721309757	1
MTFP1	1	1	1	1	59.5847169822815	70.3714327596518	1	1	1	65.9814858935898
MTHFD1	1	1	1	1	1	75.0443692114497	160.993779383103	138.11358889928	1	1
MTHFD2	1	1	218.014732081553	1	246.733005753624	70.6649054874838	90.2093583476938	988.058074910925	1	1
MTM1	1	1	1	1	1	1	1	1	1	58.7154119761609
MTMR14	152.516793233728	1	1	212.643518878197	1	1	85.4103203569241	20.4722868896751	1	91.408181213593
MTMR4	1	1	1	73.2709573914482	1	1	1	1	1	1
MTO1	1	1	1	93.0219402590826	1	24.4211326902049	1	1	103.409047648121	1
MTR	1	1	1	1	1	1	25.8663154576159	1	15.3856488196595	1
MTRR	1	1	1	120.954147008515	1	31.3095322658926	1	62.4913355055955	1	24.4575380793034
MTSS1	1	1	1	1	1	42.4776554460122	1	152.364816878669	29.9757021315707	42.8183309568691
MTUS1	1	1	65.9868158751733	1	1	1	1	1	28.9699308584416	468.566971098016
MTX1	1	1	1	1	1	71.5105483963095	96.7477258979155	1	1	1
MUC1	1	1	1	1	1	47.9268663004713	1	1	1	1
MUL1	1	1	1	1	1	67.3031190666322	1	1	14.0413830608375	162.196884755892
MURC	1	1	1	1	1	1	1	1	458.525324599865	1
MUS81	1	1	1	1	1	22.1593122323813	1	126.098466441065	1	1
MUSK	1	1	1	1	1	1	1	1	106.935611542889	1
MUSTN1	1	1	621.581404428688	1	1	1	1	1	1530.09940129766	1
MUT	1	1	1	1	1	31.288173362098	1	1	35.5030511299564	1
MVD	1	1	1	1	1	1	1	1	1	241.212591077757
MX1	200.834550642616	335.354652441406	208.067394666158	112.884580064591	216.19742053992	345.773756159631	1	117.738703612593	1	1
MX2	1	206.023328403138	1	50.1775531789645	58.7016177798086	41.8866793289166	1	1	1	1
MXD1	1	1	1	493.335518665374	114.784610357515	113.502691616667	1	45.4623456261479	1	1
MXRA8	1	1	353.808221124651	1	1	1	1	1	1	1
MYBPC1	1	1	1	1	1	1	1	1	1570.06033605436	1
MYBPC2	1	1	1	1	1	1	1	1	281.130793370042	1
MYBPH	1	1	1	1	1	1	1	1	1590.24024063588	1
MYC	1	1	354.320672454909	1	1	241.365291886083	1	1	1	124.963885278017
MYCBP2	1	1	1	1	1	1	1	42.8072177205914	1	1
MYCT1	1	1	1	1	1	1	1	1	1	80.527793046678
MYF6	1	1	1	1	1	1	1	1	961.499191542624	1
MYH1	1	1	1	1	1	1	1	1	1167.18399289225	1
MYH11	1	1	788.843213695837	1	1	1	1	1	1	1
MYH3	1	1	1	1	1	1	1	1	77.3416853814084	1
MYL1	1	1	1	1	1	1	1	1	13965.6371086756	1
MYL2	1	1	1	1	1	1	1	1	8378.5935164756	1
MYL4	1	1	1	1	1	1	170.374254303207	1	1	1
MYL9	1	1	552.510659368867	1	1	1	1	1	1	1
MYLIP	1	1	1	1	1	1	138.035946088105	1	1	1
MYLK	1	1	314.220178670392	1	1	1	1	1	1	56.3060842817953
MYLPF	1	1	1	1	1	1	1	1	4590.82641547061	1
MYNN	1	1	1	1	1	21.6806515179858	1	1	79.7858852755433	1
MYO1B	1	1	1	1	1	67.7557459569427	1	1	1	94.5712173329917
MYO1F	105.413237413507	1	1	133.855541423334	1	1	1	1	1	1
MYO1G	156.18212731976	111.233807799645	1	72.5446083431368	1	1	1	450.003355904291	1	1
MYO5C	1	1	1	1	1	1	1	1	1	53.8054481205208
MYOCD	1	1	42.6481276705176	1	1	1	1	1	1	1
MYOG	1	1	1	1	1	1	1	1	1382.72047209884	1
MYOM3	1	1	1	1	1	1	1	1	67.0914884282134	1
MYOT	1	1	1	1	1	1	1	1	415.720591976151	1
MYOZ1	1	1	1	1	1	1	1	1	827.812525226367	1
MYOZ2	1	1	1	1	1	1	1	1	320.399048191162	1
MZB1	1	1	1	1	5543.49232958453	1	1	1	1	1
N4BP2L1	1	1	1	21.0088018792977	1	1	1	275.489550755197	1	1
NAA15	1	1	36.4634358036079	1	1	31.0133135484945	111.007342884438	1	1	1
NAA25	1	1	1	1	1	27.1892455985445	1	37.2805040721826	1	45.0034113319222
NAAA	1	237.059536154357	1	118.519740769681	1	1	1	1	1	1
NAB1	92.1919142618051	1	1	1	1	1	66.9103158861485	1	1	1
NABP1	1	88.8062127962114	1	67.4534623004479	1	28.0984265494656	91.5429477602555	306.987405814085	1	50.9565273604885
NAF1	1	1	1	1	1	1	35.7026351366432	9.76508127388822	1	1
NAGA	1	1	1	143.866132252131	1	1	1	55.8403318150065	1	1
NAGPA	1	1	1	128.701168180501	1	1	1	1	1	1
NAIP	1	1	1	41.8990193408254	1	1	1	1	16.228790710101	1
NAPG	1	1	1	1	1	25.930566569714	36.1138171225417	1	1	1
NAPSB	1	1	1	133.968528102752	1	1	1	163.750052584447	1	1
NARS2	1	1	1	1	1	24.2208496438711	1	1	68.1846416079001	1
NBEAL1	1	1	62.4550428795445	1	1	1	22.2021071881205	1	1	1
NBPF16	59.329650364997	1	39.7657128325693	1	1	20.3856092489705	50.1839674216143	1	1	1
NBPF9	77.7497111997651	1	33.3407531315337	1	1	1	1	1	1	1
NCAM1	1	1	1	1	1	1	1	1	236.041392645753	1
NCCRP1	1	1	1	1	1	1	1	194.134599484296	1	1
NCF1	1	1	1	133.580316342817	143.107643177574	1	109.630679431852	107.959696367363	1	1
NCF1C	1	1	1	58.9125388443975	120.081817317769	1	13.1073066231393	72.9066990547916	1	1
NCF2	1	1	1	263.297692789269	1	1	1	1	1	1
NCF4	1	143.051090381256	1	264.974966564883	328.400441192782	1	184.28924247784	148.515746863464	1	1
NCK1	1	1	1	146.140566664052	1	68.9560472971747	1	52.60148189973	1	65.0940893504185
NCK2	1	85.7543008122424	1	1	1	1	1	1	1	1
NCKAP1L	1	1	1	40.9803336126428	1	1	1	26.1950967759234	1	1
NCLN	1	1	1	86.8950464287722	82.5716945999766	27.3317769831395	1	20.9722522799716	1	1
NCOA2	1	1	1	1	59.8227073749918	1	1	1	1	1
NCOA3	1	75.0662360773327	1	1	166.496810195605	26.6681008199496	1	1	1	30.412692163541
NCOA7	1	1	64.9696806071126	1	1	64.6116306125916	1	99.7121836979692	1	122.71862667282
NDE1	1	1	1	1	1	1	1	19.0736560078511	1	1
NDFIP2	1	1	1	1	1	54.8593885359808	90.6604664562782	1	1	35.2683885181804
NDRG2	1	1	262.098849997292	81.6091907531022	1	52.279193014614	68.8016808921319	1	318.279491650426	112.88572632452
NDRG4	1	1	1	1	1	60.0351808958127	1	1	1	1
NDST1	1	1	1	1	1	26.9068026796775	1	1	1	90.1080221592183
NDST2	1	1	1	89.9778949454788	1	1	199.843673899523	1	1	1
NDUFA10	1	1	48.0177170485408	52.6024033552878	1	61.2587690879857	1	74.5703533744116	31.1718762688537	29.5715810311973
NDUFA4L2	1	1	419.006803159319	1	1	580.851064828422	1	1	1	1
NDUFB9	1	235.844099677711	296.531562652273	77.9742545442551	191.175553598359	578.158561850322	47.10530371062	166.112438619687	2258.62921478203	265.46770688809
NDUFS1	1	1	1	23.7094919436613	1	54.2759764630339	148.083384883024	123.427626607596	1	65.524292627272
NEB	1	1	1	1	1	1	1	1	1049.20119572311	1
NECAP1	1	1	1	70.0654313604841	77.7501684811382	36.3525367895053	1	1	1	49.9313279559453
NECAP2	1	161.033541050688	1	147.499530487694	1	75.4238441197326	1	21.9820264316956	1	100.828540284314
NEDD4L	1	1	1	1	54.8673014540999	1	1	1	1	1
NEDD9	1	137.849125665297	1	38.5139301846004	129.91993208105	86.0380828723072	109.15839380163	1	1	820.343658150501
NEK5	18.2910637704711	20.7836600037616	1	1	1	1	1	9.8085292025581	1	1
NEK6	1	1	49.9318128195107	127.23895607385	1	35.4876961494742	267.040443856089	241.571063085483	1	41.734291247983
NELL2	151.322918229402	1	1	1	1	1	1	1	1	1
NET1	1	1	165.382675536417	1	1	113.77933646793	1	223.220101462816	1	34.2266699447497
NEURL2	1	1	1	40.0338925862146	1	1	1	1	102.856900347495	1
NEXN	1	1	42.8130466209728	1	1	1	1	1	262.810359954537	1
NFASC	1	1	64.3540475904069	1	1	1	1	1	1	1
NFATC2	1	1	1	1	1	1	1	1	1	55.1434582552628
NFIA	1	1	78.2998141343022	1	1	1	1	1	1	44.6089396887415
NFIB	1	1	85.990395974346	1	1	1	1	1	44.6558737414744	73.0883934963932
NFIC	1	1	49.1724297084846	1	1	1	1	1	85.5328966123903	20.5590552738491
NFIL3	1	1	121.854672134079	41.6440729510968	1	1	1	43.0703988013843	1	1
NFKB1	1	1	1	1	1	1	112.663584097037	137.06554086876	1	1
NFKB2	1	1	1	1	1	1	48.8714676834861	61.041972907247	1	1
NFKBIB	92.0177022904566	28.2635598339449	1	43.1311213432016	1	1	1	3.81775257542631	5.14487463894684	43.7894576013563
NFKBID	1	1	1	125.425447756227	49.9535253495838	1	262.131312351933	163.727192542247	1	1
NFYC	1	1	61.1597944550935	46.3159015030657	28.4160254239079	54.9613217213485	194.086440185015	1	1	1
NGEF	1	1	1	1	1	1	1	1	50.9174165471601	1
NGFRAP1	1	1	259.060680067212	1	1	259.339612070555	203.735345031908	1	1	140.138195118275
NGLY1	1	1	1	31.7015530777456	244.888359721225	1	1	1	71.0566857936421	97.6526146734697
NHLRC2	1	1	1	1	1	1	1	1	31.9313511864968	1
NHLRC3	1	1	1	28.1887746775459	1	1	1	1	1	1
NID1	1	1	73.6066328135389	1	1	1	1	1	1	71.75779746888
NIPSNAP1	1	1	1	1	1	53.9861328651139	45.9322847522414	1	1	1
NIT1	1	1	1	1	1	28.3781592476908	58.3042175606476	1	50.5087755435609	1
NIT2	1	1	76.4693821844046	1	1	98.9678980270644	1	97.0438547931342	1	1
NKAP	1	1	1	1	1	30.0624966117619	120.494172035143	1	1	65.3609135124908
NKG7	2539.36545699447	281.148586391386	1	1	1	1	1	1	1	1
NKX3.1	1	1	1	1	1	1	1	31.1928171490637	61.4986698198001	1
NLRC3	58.3872708606962	50.9111395224447	1	1	1	1	1	1	1	1
NLRC5	170.873174824535	129.386494689138	1	1	1	19.6813995915165	1	64.9986621466099	1	58.6437475118541
NLRP1	126.537484360133	150.589793398794	1	25.1889536184047	65.4753665183319	1	1	1	1	114.490102263996
NLRP12	14.3440282185114	17.2174181923307	1	1	1	1	1	1	1	1
NLRP3	1	1	1	407.091852908079	1	1	1	1	1	1
NMD3	1	1	120.051844757768	77.7401542284755	1	53.0420301919767	1	1	1	64.4219362032127
NME1	1	1	141.478271886682	157.468768574771	327.300251639405	573.585473287408	1	1	172.644485889981	137.982954235357
NME1.NME2	1	1	1	7.69258230199473	1	66.2966448228578	1	1	1	1
NME4	1	1	53.0011628573281	1	1	29.6044548225016	1	1	1	121.41632240212
NME6	1	89.3384569539941	1	1	1	30.299477000273	47.4820476984326	131.775399406725	1	111.181013122625
NME7	1	1	1	1	1	47.9666399495455	1	1	1	1
NMRAL1	1	1	1	1	1	60.9344832564613	1	1	1	1
NMRK1	228.916327123773	1	93.274277119794	60.4781388499696	241.429034632538	70.3452005403957	1	104.807200744386	74.4746889932581	1
NMRK2	1	1	1	1	1	1	1	1	149.769635283452	1
NMT1	1	1	1	29.0196209346216	1	39.9934685091024	1	70.5300195295828	102.136299641309	14.4521454872229
NMT2	33.9216831413873	1	1	1	1	1	105.962434834447	1	1	1
NNMT	1	1	1182.98405644319	1	1	59.7194937029761	1	1	3846.39362522314	529.452933762912
NOB1	1	1	1	1	1	82.2620360195952	1	1	1	53.2599314918772
NOG	1	1	1	1	1	1	1	1	69.0534272508773	1
NOL3	1	1	122.861975434438	1	1	41.8751015605745	1	1	45.1687882489258	1
NOL9	27.3844318298154	24.126560071442	1	1	1	1	1	1	1	1
NOMO1	1	1	1	1	1	1	1	1	40.6291834205527	78.6611201377176
NOMO2	1	1	1	1	68.3963572838683	22.8718941134077	1	1	1	50.4289788986525
NOP16	1	1	113.754142305476	1	1	212.882136080134	90.7481218013902	1	550.50067257595	95.3344650883946
NOS3	1	1	1	1	1	1	1	1	1	436.259623821477
NOSTRIN	1	1	1	1	1	1	1	1	1	137.363384616009
NOTCH4	1	1	1	1	1	1	1	1	1	170.44094032095
NOV	1	1	1	1	1	1	1	1	1	125.731139603496
NOX4	1	1	1	1	1	1	1	1	1	83.3675535798262
NPAT	1	1	1	1	1	1	1	68.6878097362045	1	1
NPDC1	1	1	1	1	1	1	1	1	1	289.883084237675
NPEPL1	1	1	1	1	1	24.6123515691669	1	1	1	64.8811120894361
NPL	1	1	1	201.524203768787	1	1	1	1	1	1
NPM3	1	1	1	1	1	48.9286802634865	1	1	1	1
NPNT	1	1	68.5783954724361	1	1	30.0178817704587	1	1	1	1
NPR1	1	1	1	1	1	1	1	1	1	161.713136815662
NPRL2	1	1	1	1	81.5293020995745	1	78.7298886294452	154.892003660901	1	118.526808767894
NPTN	1	1	223.343015152434	59.7627841634635	1	139.957761959553	1	202.078729639601	1	34.5309689148385
NQO1	1	1	1	1	1	115.428151545059	1	1	1	78.5950091060057
NR2F2	1	1	40.5978550677736	1	1	1	1	1	1	1
NR3C1	151.962403887175	223.083555012816	1	107.100358693767	61.8583675285362	19.3404828504759	41.6616452874391	76.9212164077398	1	12.3224852414155
